HR,SpO2
91.0,92.0
91.0,92.0
91.0,92.0
91.0,92.0
91.0,92.0
90.0,92.0
92.0,92.0
91.0,92.0
91.0,92.0
91.0,92.0
91.0,92.0
91.0,92.0
91.0,92.0
91.0,92.0
91.0,92.0
91.0,92.0
90.0,92.0
90.0,92.0
91.0,92.0
90.0,92.0
90.0,92.0
90.0,92.0
90.0,92.0
90.0,92.0
90.0,92.0
90.0,92.0
90.0,92.0
90.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
93.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
89.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
92.0,93.0
92.0,93.0
92.0,93.0
93.0,93.0
93.0,93.0
92.0,93.0
92.0,93.0
92.0,93.0
92.0,93.0
92.0,93.0
92.0,93.0
92.0,93.0
93.0,93.0
92.0,93.0
93.0,93.0
92.0,93.0
91.0,93.0
91.0,94.0
92.0,94.0
91.0,94.0
90.0,94.0
91.0,94.0
90.0,94.0
91.0,94.0
91.0,94.0
91.0,95.0
89.0,95.0
91.0,95.0
91.0,95.0
91.0,95.0
91.0,95.0
90.0,95.0
90.0,94.0
90.0,94.0
90.0,94.0
90.0,94.0
91.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
92.0,93.0
91.0,93.0
90.0,93.0
92.0,93.0
90.0,94.0
90.0,94.0
90.0,94.0
90.0,94.0
90.0,94.0
92.0,94.0
93.0,94.0
93.0,94.0
94.0,94.0
95.0,94.0
94.0,94.0
94.0,94.0
94.0,93.0
89.0,93.0
92.0,93.0
92.0,93.0
92.0,92.0
91.0,92.0
91.0,92.0
91.0,92.0
92.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
90.0,93.0
91.0,93.0
90.0,93.0
91.0,93.0
91.0,93.0
90.0,93.0
91.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
92.0,93.0
91.0,93.0
92.0,93.0
91.0,93.0
91.0,93.0
90.0,93.0
91.0,93.0
91.0,93.0
90.0,93.0
91.0,93.0
90.0,93.0
93.0,93.0
91.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
90.0,93.0
89.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
91.0,93.0
94.0,93.0
94.0,93.0
91.0,94.0
92.0,94.0
91.0,94.0
92.0,94.0
93.0,94.0
93.0,94.0
93.0,94.0
93.0,94.0
93.0,94.0
90.0,94.0
89.0,94.0
89.0,94.0
89.0,94.0
89.0,94.0
89.0,94.0
86.0,94.0
88.0,94.0
88.0,94.0
87.0,94.0
87.0,94.0
87.0,94.0
87.0,94.0
87.0,94.0
88.0,94.0
88.0,95.0
89.0,95.0
89.0,95.0
89.0,95.0
90.0,95.0
90.0,95.0
90.0,96.0
90.0,96.0
90.0,96.0
89.0,96.0
89.0,95.0
89.0,95.0
89.0,95.0
89.0,95.0
89.0,95.0
89.0,94.0
89.0,94.0
89.0,94.0
89.0,94.0
89.0,94.0
88.0,94.0
88.0,95.0
88.0,95.0
88.0,95.0
88.0,95.0
88.0,95.0
88.0,95.0
88.0,95.0
88.0,95.0
89.0,95.0
89.0,95.0
89.0,95.0
89.0,95.0
89.0,95.0
89.0,95.0
89.0,95.0
89.0,95.0
89.0,95.0
89.0,95.0
89.0,95.0
89.0,95.0
90.0,95.0
90.0,95.0
91.0,95.0
91.0,95.0
91.0,95.0
91.0,95.0
92.0,95.0
92.0,95.0
92.0,95.0
91.0,95.0
90.0,95.0
90.0,95.0
89.0,95.0
88.0,95.0
88.0,95.0
87.0,95.0
87.0,94.0
87.0,94.0
87.0,94.0
88.0,94.0
88.0,94.0
88.0,94.0
89.0,95.0
89.0,95.0
89.0,95.0
89.0,95.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
88.0,96.0
88.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,95.0
89.0,95.0
89.0,95.0
90.0,95.0
90.0,95.0
90.0,95.0
90.0,94.0
90.0,94.0
90.0,94.0
90.0,94.0
90.0,94.0
90.0,94.0
90.0,94.0
90.0,94.0
90.0,94.0
90.0,94.0
90.0,94.0
90.0,94.0
91.0,94.0
91.0,94.0
91.0,95.0
90.0,96.0
90.0,96.0
90.0,97.0
89.0,97.0
88.0,98.0
88.0,98.0
88.0,97.0
88.0,97.0
88.0,97.0
88.0,97.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,97.0
88.0,97.0
88.0,97.0
88.0,97.0
88.0,97.0
88.0,97.0
88.0,97.0
88.0,97.0
88.0,97.0
87.0,97.0
88.0,97.0
87.0,97.0
87.0,97.0
87.0,96.0
88.0,96.0
87.0,96.0
87.0,96.0
88.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
88.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
89.0,96.0
89.0,96.0
90.0,96.0
90.0,96.0
90.0,96.0
90.0,96.0
91.0,96.0
91.0,96.0
90.0,96.0
90.0,96.0
90.0,96.0
89.0,96.0
93.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
85.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
88.0,96.0
88.0,96.0
87.0,96.0
87.0,97.0
87.0,97.0
87.0,97.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
86.0,96.0
86.0,96.0
85.0,96.0
85.0,95.0
84.0,95.0
84.0,95.0
85.0,95.0
85.0,95.0
86.0,95.0
86.0,95.0
88.0,95.0
88.0,95.0
89.0,95.0
89.0,95.0
89.0,95.0
88.0,95.0
88.0,95.0
90.0,95.0
88.0,95.0
88.0,95.0
88.0,95.0
88.0,95.0
88.0,96.0
88.0,96.0
89.0,96.0
87.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
88.0,96.0
88.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
90.0,96.0
90.0,96.0
90.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
88.0,96.0
88.0,96.0
88.0,95.0
88.0,95.0
88.0,95.0
88.0,95.0
88.0,95.0
88.0,95.0
89.0,95.0
89.0,95.0
89.0,95.0
89.0,95.0
89.0,95.0
89.0,96.0
89.0,96.0
89.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
89.0,96.0
88.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
88.0,96.0
89.0,96.0
89.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
89.0,96.0
89.0,96.0
90.0,96.0
90.0,96.0
90.0,96.0
90.0,96.0
90.0,96.0
90.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
88.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
89.0,96.0
89.0,96.0
90.0,96.0
90.0,96.0
90.0,96.0
90.0,96.0
89.0,96.0
89.0,96.0
88.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,95.0
88.0,95.0
88.0,95.0
88.0,95.0
88.0,95.0
88.0,95.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
88.0,96.0
88.0,96.0
90.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
85.0,95.0
88.0,95.0
88.0,95.0
87.0,95.0
87.0,95.0
87.0,95.0
87.0,95.0
87.0,95.0
87.0,95.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,96.0
87.0,97.0
88.0,97.0
87.0,97.0
88.0,97.0
88.0,97.0
88.0,98.0
88.0,98.0
88.0,98.0
89.0,97.0
89.0,97.0
89.0,97.0
89.0,97.0
89.0,96.0
89.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
87.0,96.0
87.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
90.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
88.0,96.0
90.0,96.0
90.0,96.0
90.0,96.0
90.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
89.0,96.0
90.0,96.0
90.0,96.0
90.0,96.0
90.0,96.0
90.0,96.0
90.0,96.0
90.0,96.0
89.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
88.0,96.0
87.0,100.0
87.0,100.0
88.0,100.0
87.0,100.0
87.0,100.0
87.0,100.0
86.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
86.0,100.0
86.0,100.0
87.0,100.0
88.0,100.0
88.0,100.0
88.0,100.0
88.0,100.0
89.0,100.0
89.0,100.0
89.0,100.0
89.0,100.0
89.0,100.0
89.0,100.0
89.0,100.0
88.0,100.0
88.0,100.0
87.0,100.0
87.0,100.0
86.0,100.0
86.0,100.0
86.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
86.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
84.0,100.0
85.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
86.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
86.0,100.0
86.0,100.0
86.0,100.0
87.0,100.0
88.0,100.0
87.0,100.0
87.0,100.0
88.0,100.0
87.0,100.0
87.0,100.0
87.0,100.0
86.0,100.0
86.0,100.0
85.0,100.0
85.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
83.0,100.0
83.0,100.0
84.0,100.0
84.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
82.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
82.0,100.0
83.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
83.0,100.0
83.0,100.0
82.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
82.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
83.0,100.0
83.0,100.0
84.0,100.0
84.0,100.0
83.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
84.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
82.0,100.0
82.0,100.0
83.0,100.0
82.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
81.0,100.0
82.0,100.0
82.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
81.0,100.0
82.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
83.0,100.0
83.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
81.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
83.0,100.0
82.0,100.0
82.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
82.0,100.0
81.0,84.0
81.0,84.0
82.0,84.0
81.0,84.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
82.0,84.0
82.0,84.0
82.0,84.0
82.0,84.0
82.0,84.0
81.0,84.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
82.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,84.0
82.0,84.0
81.0,84.0
82.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,83.0
81.0,83.0
81.0,83.0
81.0,83.0
81.0,83.0
81.0,84.0
81.0,84.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
82.0,84.0
81.0,84.0
82.0,84.0
81.0,84.0
82.0,84.0
81.0,84.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,85.0
81.0,85.0
82.0,85.0
82.0,85.0
82.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
82.0,84.0
81.0,84.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
82.0,85.0
81.0,85.0
82.0,85.0
81.0,85.0
82.0,85.0
82.0,85.0
82.0,85.0
82.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
82.0,85.0
81.0,85.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,87.0
81.0,87.0
81.0,87.0
81.0,87.0
81.0,87.0
81.0,86.0
81.0,86.0
81.0,85.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,85.0
81.0,85.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,85.0
81.0,85.0
82.0,85.0
81.0,85.0
82.0,85.0
82.0,85.0
81.0,85.0
82.0,85.0
81.0,85.0
82.0,85.0
81.0,85.0
81.0,85.0
82.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
83.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
80.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,84.0
82.0,84.0
81.0,84.0
82.0,84.0
81.0,84.0
82.0,84.0
82.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,83.0
81.0,83.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,85.0
81.0,85.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
82.0,83.0
81.0,83.0
81.0,83.0
82.0,83.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,85.0
81.0,85.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,86.0
81.0,85.0
81.0,85.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
80.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,85.0
81.0,84.0
81.0,84.0
81.0,84.0
82.0,84.0
81.0,84.0
82.0,83.0
81.0,83.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,85.0
80.0,85.0
81.0,85.0
80.0,85.0
81.0,84.0
80.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
81.0,84.0
80.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
81.0,85.0
80.0,85.0
80.0,85.0
81.0,85.0
82.0,92.0
81.0,92.0
80.0,92.0
81.0,92.0
80.0,92.0
80.0,93.0
79.0,93.0
74.0,93.0
74.0,93.0
75.0,93.0
75.0,93.0
75.0,93.0
74.0,93.0
74.0,94.0
75.0,94.0
76.0,94.0
81.0,94.0
82.0,94.0
83.0,94.0
84.0,94.0
85.0,94.0
85.0,93.0
84.0,93.0
85.0,93.0
83.0,93.0
83.0,93.0
85.0,94.0
83.0,94.0
82.0,94.0
82.0,94.0
83.0,94.0
82.0,94.0
82.0,94.0
81.0,94.0
82.0,94.0
83.0,94.0
82.0,95.0
82.0,95.0
84.0,95.0
81.0,95.0
80.0,95.0
82.0,95.0
81.0,95.0
82.0,95.0
80.0,95.0
83.0,95.0
83.0,95.0
84.0,95.0
84.0,95.0
85.0,95.0
83.0,95.0
85.0,95.0
84.0,94.0
84.0,94.0
84.0,94.0
84.0,94.0
86.0,94.0
85.0,94.0
85.0,94.0
84.0,94.0
86.0,94.0
85.0,94.0
83.0,94.0
83.0,94.0
84.0,94.0
82.0,94.0
82.0,94.0
83.0,94.0
83.0,94.0
81.0,94.0
81.0,94.0
83.0,94.0
82.0,94.0
84.0,94.0
84.0,94.0
85.0,94.0
84.0,94.0
84.0,94.0
84.0,94.0
86.0,94.0
84.0,94.0
86.0,94.0
85.0,94.0
85.0,94.0
83.0,93.0
83.0,93.0
86.0,93.0
84.0,93.0
85.0,93.0
82.0,93.0
83.0,93.0
82.0,94.0
82.0,94.0
81.0,94.0
81.0,94.0
82.0,94.0
83.0,94.0
82.0,94.0
83.0,94.0
84.0,93.0
83.0,93.0
