HR,SpO2
82.0,93.0
82.0,93.0
82.0,93.0
81.0,93.0
79.0,93.0
75.0,93.0
76.0,93.0
75.0,93.0
73.0,93.0
74.0,93.0
75.0,93.0
74.0,93.0
75.0,93.0
77.0,94.0
82.0,94.0
80.0,94.0
80.0,94.0
80.0,94.0
82.0,94.0
82.0,94.0
82.0,94.0
83.0,94.0
83.0,94.0
82.0,94.0
83.0,93.0
83.0,94.0
84.0,94.0
85.0,94.0
82.0,94.0
82.0,94.0
81.0,93.0
79.0,93.0
83.0,93.0
82.0,93.0
82.0,93.0
82.0,94.0
84.0,94.0
83.0,94.0
83.0,94.0
83.0,94.0
82.0,94.0
81.0,94.0
81.0,94.0
83.0,94.0
78.0,94.0
77.0,94.0
78.0,94.0
76.0,94.0
79.0,93.0
78.0,93.0
80.0,93.0
78.0,93.0
76.0,93.0
78.0,93.0
76.0,93.0
76.0,93.0
74.0,93.0
75.0,93.0
76.0,93.0
76.0,93.0
75.0,93.0
79.0,93.0
79.0,93.0
83.0,93.0
82.0,93.0
87.0,93.0
86.0,93.0
87.0,93.0
86.0,93.0
85.0,93.0
84.0,93.0
83.0,93.0
85.0,93.0
83.0,93.0
81.0,93.0
79.0,93.0
78.0,93.0
79.0,94.0
80.0,94.0
80.0,94.0
80.0,94.0
83.0,94.0
85.0,94.0
87.0,94.0
86.0,94.0
88.0,94.0
86.0,93.0
88.0,93.0
86.0,93.0
85.0,93.0
83.0,93.0
82.0,93.0
84.0,93.0
84.0,93.0
84.0,93.0
83.0,93.0
81.0,93.0
84.0,93.0
81.0,93.0
85.0,93.0
85.0,93.0
85.0,93.0
85.0,93.0
84.0,93.0
83.0,94.0
84.0,94.0
83.0,94.0
84.0,94.0
84.0,94.0
83.0,95.0
83.0,95.0
85.0,95.0
81.0,95.0
82.0,95.0
81.0,95.0
81.0,95.0
82.0,95.0
84.0,95.0
83.0,95.0
83.0,95.0
86.0,95.0
85.0,95.0
87.0,95.0
85.0,95.0
86.0,95.0
84.0,95.0
82.0,95.0
83.0,95.0
81.0,95.0
84.0,95.0
83.0,95.0
84.0,95.0
84.0,95.0
86.0,95.0
86.0,95.0
87.0,95.0
86.0,95.0
85.0,95.0
86.0,95.0
87.0,95.0
86.0,95.0
85.0,95.0
86.0,95.0
83.0,95.0
83.0,95.0
82.0,95.0
84.0,95.0
81.0,95.0
83.0,95.0
81.0,95.0
81.0,95.0
81.0,95.0
80.0,95.0
85.0,95.0
82.0,95.0
84.0,95.0
80.0,95.0
80.0,95.0
81.0,95.0
82.0,95.0
82.0,95.0
78.0,95.0
79.0,94.0
78.0,94.0
81.0,94.0
83.0,94.0
82.0,94.0
83.0,94.0
76.0,93.0
76.0,93.0
80.0,93.0
78.0,93.0
79.0,93.0
78.0,93.0
77.0,93.0
75.0,93.0
75.0,93.0
76.0,93.0
76.0,93.0
74.0,93.0
75.0,93.0
76.0,94.0
78.0,94.0
77.0,94.0
78.0,94.0
78.0,94.0
83.0,94.0
83.0,94.0
81.0,94.0
82.0,94.0
79.0,93.0
80.0,93.0
81.0,93.0
81.0,93.0
81.0,93.0
81.0,93.0
84.0,93.0
83.0,93.0
84.0,93.0
84.0,93.0
83.0,93.0
81.0,93.0
82.0,93.0
83.0,93.0
81.0,93.0
81.0,93.0
82.0,93.0
84.0,93.0
85.0,93.0
87.0,93.0
84.0,93.0
83.0,93.0
83.0,93.0
84.0,93.0
84.0,93.0
84.0,94.0
84.0,94.0
84.0,94.0
84.0,94.0
86.0,94.0
84.0,94.0
86.0,94.0
86.0,94.0
86.0,94.0
86.0,94.0
85.0,94.0
83.0,94.0
85.0,95.0
84.0,95.0
84.0,95.0
83.0,95.0
83.0,95.0
82.0,94.0
82.0,94.0
82.0,94.0
84.0,94.0
85.0,93.0
85.0,93.0
85.0,93.0
83.0,93.0
83.0,93.0
83.0,93.0
82.0,93.0
80.0,93.0
81.0,93.0
79.0,93.0
81.0,93.0
82.0,93.0
79.0,93.0
80.0,93.0
77.0,93.0
79.0,93.0
80.0,93.0
81.0,93.0
82.0,93.0
78.0,93.0
80.0,93.0
82.0,93.0
84.0,93.0
85.0,93.0
84.0,93.0
84.0,93.0
83.0,93.0
87.0,94.0
86.0,94.0
86.0,94.0
86.0,94.0
86.0,94.0
86.0,94.0
86.0,93.0
88.0,93.0
87.0,93.0
87.0,93.0
88.0,93.0
89.0,93.0
88.0,93.0
86.0,93.0
84.0,93.0
83.0,93.0
81.0,93.0
81.0,93.0
79.0,93.0
79.0,93.0
80.0,93.0
79.0,93.0
80.0,93.0
82.0,93.0
81.0,93.0
84.0,93.0
80.0,93.0
84.0,93.0
83.0,93.0
79.0,93.0
81.0,93.0
80.0,93.0
80.0,93.0
80.0,93.0
82.0,93.0
82.0,93.0
81.0,93.0
84.0,93.0
84.0,93.0
82.0,93.0
81.0,93.0
82.0,93.0
81.0,93.0
81.0,93.0
81.0,93.0
81.0,93.0
82.0,93.0
85.0,93.0
85.0,93.0
87.0,93.0
88.0,94.0
89.0,94.0
89.0,94.0
88.0,94.0
89.0,94.0
89.0,94.0
89.0,94.0
89.0,94.0
89.0,94.0
87.0,94.0
86.0,94.0
86.0,94.0
83.0,94.0
83.0,94.0
83.0,94.0
84.0,94.0
83.0,93.0
84.0,93.0
84.0,93.0
83.0,93.0
84.0,93.0
86.0,93.0
85.0,93.0
84.0,93.0
83.0,93.0
83.0,93.0
83.0,93.0
83.0,93.0
79.0,93.0
81.0,93.0
79.0,93.0
81.0,93.0
81.0,93.0
82.0,92.0
81.0,92.0
82.0,92.0
86.0,92.0
84.0,92.0
85.0,92.0
84.0,92.0
84.0,92.0
84.0,92.0
85.0,92.0
85.0,92.0
85.0,92.0
85.0,92.0
87.0,92.0
88.0,92.0
88.0,93.0
83.0,93.0
83.0,93.0
82.0,93.0
82.0,93.0
85.0,94.0
85.0,94.0
85.0,94.0
79.0,94.0
81.0,94.0
82.0,94.0
82.0,94.0
82.0,94.0
81.0,94.0
81.0,94.0
81.0,94.0
86.0,94.0
85.0,94.0
87.0,94.0
78.0,100.0
78.0,100.0
79.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
83.0,100.0
84.0,100.0
87.0,100.0
87.0,100.0
88.0,100.0
88.0,100.0
89.0,100.0
90.0,100.0
90.0,100.0
88.0,100.0
87.0,100.0
86.0,100.0
86.0,100.0
86.0,100.0
85.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
80.0,100.0
80.0,100.0
85.0,100.0
89.0,100.0
90.0,100.0
92.0,100.0
93.0,100.0
99.0,100.0
103.0,100.0
99.0,100.0
95.0,100.0
96.0,100.0
96.0,100.0
95.0,100.0
95.0,100.0
89.0,100.0
89.0,100.0
87.0,100.0
87.0,100.0
87.0,100.0
88.0,100.0
89.0,100.0
90.0,100.0
89.0,100.0
88.0,100.0
88.0,100.0
85.0,100.0
84.0,100.0
82.0,100.0
82.0,99.0
81.0,99.0
80.0,100.0
81.0,100.0
81.0,100.0
82.0,100.0
82.0,100.0
83.0,100.0
83.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
82.0,100.0
80.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
78.0,100.0
78.0,100.0
79.0,100.0
78.0,100.0
78.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
81.0,100.0
80.0,100.0
80.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
78.0,100.0
78.0,100.0
78.0,100.0
78.0,100.0
78.0,100.0
77.0,100.0
78.0,100.0
78.0,100.0
78.0,100.0
78.0,100.0
78.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
80.0,100.0
79.0,100.0
79.0,100.0
80.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
79.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
82.0,100.0
82.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
80.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
82.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
80.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
83.0,100.0
83.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
83.0,100.0
83.0,100.0
84.0,100.0
84.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
85.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
85.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
84.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
83.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
80.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
81.0,100.0
81.0,100.0
82.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
81.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
81.0,100.0
81.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
82.0,100.0
83.0,100.0
101.0,97.0
101.0,97.0
101.0,96.0
101.0,96.0
102.0,96.0
102.0,96.0
102.0,96.0
103.0,96.0
103.0,96.0
103.0,96.0
102.0,96.0
102.0,96.0
101.0,96.0
100.0,96.0
100.0,96.0
100.0,96.0
99.0,96.0
100.0,96.0
100.0,96.0
102.0,96.0
104.0,96.0
105.0,96.0
106.0,96.0
107.0,96.0
108.0,96.0
108.0,96.0
107.0,96.0
107.0,96.0
107.0,96.0
106.0,96.0
106.0,96.0
106.0,96.0
106.0,96.0
106.0,96.0
106.0,96.0
105.0,96.0
105.0,96.0
105.0,96.0
106.0,96.0
106.0,96.0
107.0,96.0
107.0,96.0
108.0,96.0
109.0,96.0
111.0,96.0
111.0,96.0
112.0,96.0
112.0,96.0
112.0,96.0
112.0,96.0
111.0,97.0
111.0,97.0
110.0,97.0
109.0,97.0
109.0,97.0
109.0,97.0
110.0,96.0
111.0,96.0
111.0,96.0
110.0,96.0
109.0,96.0
107.0,96.0
107.0,96.0
105.0,96.0
104.0,96.0
103.0,96.0
103.0,96.0
103.0,96.0
102.0,96.0
102.0,97.0
102.0,97.0
102.0,97.0
101.0,97.0
101.0,97.0
100.0,97.0
100.0,97.0
99.0,97.0
99.0,97.0
99.0,97.0
100.0,97.0
100.0,97.0
101.0,97.0
102.0,97.0
103.0,97.0
103.0,96.0
103.0,96.0
103.0,96.0
102.0,96.0
102.0,96.0
102.0,96.0
102.0,96.0
102.0,96.0
102.0,96.0
102.0,96.0
102.0,96.0
101.0,96.0
100.0,96.0
99.0,96.0
99.0,96.0
98.0,96.0
98.0,96.0
97.0,96.0
97.0,96.0
97.0,96.0
97.0,96.0
97.0,96.0
98.0,96.0
98.0,96.0
98.0,96.0
98.0,96.0
98.0,96.0
98.0,96.0
99.0,96.0
98.0,97.0
99.0,97.0
99.0,97.0
99.0,97.0
100.0,97.0
100.0,97.0
100.0,96.0
100.0,96.0
100.0,96.0
101.0,96.0
101.0,96.0
101.0,96.0
101.0,96.0
102.0,97.0
102.0,97.0
102.0,97.0
102.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,96.0
102.0,96.0
103.0,96.0
103.0,96.0
104.0,96.0
104.0,96.0
104.0,96.0
103.0,96.0
103.0,96.0
103.0,96.0
102.0,96.0
102.0,96.0
102.0,96.0
101.0,96.0
101.0,96.0
102.0,96.0
102.0,96.0
102.0,96.0
101.0,96.0
102.0,96.0
102.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
102.0,97.0
102.0,97.0
103.0,97.0
104.0,96.0
105.0,97.0
106.0,97.0
108.0,97.0
109.0,98.0
110.0,98.0
110.0,98.0
110.0,98.0
110.0,98.0
109.0,97.0
108.0,97.0
108.0,97.0
107.0,97.0
105.0,97.0
105.0,97.0
105.0,97.0
104.0,97.0
103.0,96.0
103.0,96.0
104.0,96.0
104.0,96.0
104.0,96.0
104.0,97.0
105.0,97.0
106.0,97.0
108.0,97.0
109.0,97.0
111.0,97.0
112.0,97.0
112.0,97.0
112.0,97.0
111.0,97.0
110.0,97.0
109.0,97.0
108.0,97.0
108.0,97.0
107.0,97.0
107.0,97.0
107.0,97.0
107.0,97.0
108.0,96.0
108.0,96.0
108.0,96.0
108.0,96.0
108.0,96.0
107.0,96.0
106.0,97.0
105.0,97.0
104.0,97.0
103.0,97.0
102.0,97.0
102.0,97.0
101.0,97.0
101.0,97.0
100.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
102.0,97.0
102.0,97.0
103.0,97.0
103.0,97.0
103.0,97.0
103.0,97.0
104.0,97.0
104.0,97.0
104.0,97.0
104.0,97.0
102.0,96.0
102.0,96.0
102.0,96.0
100.0,96.0
100.0,96.0
98.0,96.0
95.0,96.0
95.0,96.0
95.0,96.0
94.0,96.0
94.0,96.0
95.0,96.0
94.0,96.0
95.0,96.0
96.0,96.0
96.0,96.0
95.0,96.0
96.0,96.0
96.0,96.0
96.0,96.0
97.0,96.0
97.0,96.0
97.0,96.0
97.0,96.0
97.0,96.0
98.0,96.0
97.0,96.0
98.0,96.0
99.0,96.0
100.0,96.0
101.0,96.0
103.0,96.0
104.0,96.0
103.0,96.0
103.0,97.0
102.0,97.0
101.0,97.0
101.0,97.0
100.0,97.0
99.0,96.0
98.0,96.0
98.0,96.0
98.0,96.0
98.0,96.0
98.0,96.0
98.0,96.0
98.0,96.0
98.0,96.0
99.0,96.0
98.0,96.0
99.0,96.0
100.0,96.0
100.0,96.0
100.0,96.0
101.0,96.0
101.0,96.0
100.0,96.0
100.0,96.0
100.0,96.0
100.0,96.0
101.0,96.0
101.0,96.0
101.0,96.0
102.0,97.0
102.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
102.0,97.0
103.0,97.0
104.0,97.0
105.0,97.0
107.0,97.0
108.0,97.0
108.0,97.0
109.0,97.0
109.0,97.0
108.0,97.0
107.0,97.0
107.0,97.0
106.0,97.0
105.0,97.0
104.0,97.0
103.0,97.0
103.0,97.0
102.0,97.0
102.0,97.0
102.0,97.0
102.0,97.0
101.0,97.0
100.0,97.0
100.0,97.0
99.0,97.0
99.0,97.0
97.0,97.0
97.0,97.0
97.0,97.0
97.0,97.0
97.0,97.0
98.0,97.0
99.0,97.0
99.0,97.0
100.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
100.0,97.0
100.0,97.0
99.0,97.0
99.0,97.0
99.0,97.0
99.0,97.0
99.0,96.0
100.0,96.0
101.0,96.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
100.0,97.0
101.0,97.0
100.0,97.0
100.0,97.0
99.0,97.0
98.0,97.0
98.0,97.0
98.0,97.0
99.0,97.0
100.0,97.0
101.0,97.0
102.0,97.0
101.0,97.0
101.0,97.0
101.0,97.0
100.0,97.0
100.0,97.0
100.0,97.0
99.0,97.0
99.0,97.0
99.0,97.0
99.0,97.0
99.0,97.0
98.0,97.0
99.0,97.0
99.0,97.0
99.0,97.0
100.0,97.0
99.0,97.0
98.0,97.0
99.0,97.0
99.0,97.0
99.0,97.0
100.0,97.0
100.0,97.0
101.0,97.0
102.0,98.0
101.0,98.0
101.0,99.0
101.0,99.0
100.0,99.0
101.0,99.0
101.0,99.0
101.0,99.0
101.0,98.0
102.0,98.0
102.0,97.0
104.0,97.0
104.0,97.0
105.0,97.0
105.0,97.0
105.0,97.0
105.0,97.0
106.0,97.0
106.0,98.0
106.0,98.0
106.0,98.0
106.0,98.0
106.0,98.0
105.0,98.0
105.0,98.0
104.0,98.0
104.0,98.0
102.0,97.0
101.0,97.0
100.0,97.0
99.0,97.0
98.0,97.0
98.0,97.0
98.0,97.0
97.0,97.0
97.0,97.0
99.0,97.0
98.0,97.0
99.0,97.0
100.0,97.0
98.0,97.0
99.0,97.0
98.0,97.0
98.0,97.0
99.0,97.0
99.0,97.0
99.0,97.0
100.0,97.0
101.0,97.0
101.0,97.0
100.0,97.0
100.0,97.0
100.0,97.0
100.0,97.0
99.0,97.0
99.0,97.0
100.0,97.0
100.0,97.0
101.0,97.0
99.0,97.0
100.0,97.0
101.0,97.0
100.0,97.0
99.0,97.0
99.0,97.0
99.0,97.0
98.0,97.0
99.0,97.0
99.0,97.0
99.0,97.0
100.0,97.0
100.0,97.0
100.0,97.0
100.0,97.0
99.0,97.0
98.0,97.0
98.0,97.0
98.0,97.0
99.0,97.0
99.0,97.0
75.0,98.0
76.0,98.0
75.0,98.0
73.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
76.0,98.0
76.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
75.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
74.0,98.0
74.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
73.0,98.0
73.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
74.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
73.0,98.0
74.0,98.0
74.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
74.0,98.0
74.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
73.0,98.0
73.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
74.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
73.0,98.0
73.0,98.0
72.0,98.0
72.0,98.0
71.0,98.0
70.0,98.0
70.0,98.0
70.0,98.0
70.0,98.0
70.0,98.0
70.0,98.0
70.0,98.0
70.0,98.0
71.0,98.0
71.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
73.0,98.0
73.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
74.0,98.0
74.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
75.0,98.0
74.0,98.0
75.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
73.0,98.0
73.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
71.0,98.0
71.0,98.0
71.0,98.0
71.0,98.0
71.0,98.0
71.0,98.0
71.0,98.0
71.0,98.0
70.0,98.0
70.0,98.0
70.0,98.0
71.0,98.0
71.0,98.0
71.0,98.0
71.0,98.0
71.0,98.0
71.0,98.0
72.0,98.0
72.0,98.0
73.0,98.0
73.0,98.0
74.0,99.0
74.0,99.0
73.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
73.0,98.0
73.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
72.0,99.0
72.0,99.0
72.0,99.0
72.0,99.0
72.0,99.0
72.0,99.0
73.0,99.0
73.0,99.0
73.0,99.0
73.0,99.0
73.0,99.0
73.0,99.0
73.0,99.0
73.0,99.0
73.0,99.0
73.0,99.0
73.0,99.0
72.0,99.0
72.0,99.0
72.0,99.0
72.0,99.0
72.0,99.0
72.0,99.0
72.0,99.0
72.0,98.0
72.0,98.0
72.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
73.0,98.0
74.0,98.0
74.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
74.0,98.0
74.0,98.0
75.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
76.0,98.0
76.0,98.0
76.0,98.0
76.0,98.0
76.0,98.0
76.0,98.0
76.0,98.0
76.0,98.0
76.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
75.0,98.0
74.0,98.0
74.0,98.0
74.0,98.0
73.0,98.0
73.0,98.0
72.0,98.0
72.0,98.0
72.0,98.0
